Key,Source,Context,Changes,Spanish,japanese,german
SledgeMasteryRank8Desc,progression,skills,New,"+42% Daño a entidades y velocidad de ataque\n+168% Daño a Bloques",対ブロックダメージ+168%\n対エンテティダメージ&攻撃速度+42%,"+42% Schaden, Angriffstempo\n+168% Blockschaden"
SledgeMasteryRank9Desc,progression,skills,New,"+46% Daño a entidades y velocidad de ataque\n+184% Daño a Bloques",対ブロックダメージ+184%\n対エンテティダメージ&攻撃速度+46%,"+46% Schaden, Angriffstempo\n+184% Blockschaden"
SledgeMasteryRank10Desc,progression,skills,New,"+50% Daño a entidades y velocidad de ataque\n+200% Daño a Bloques",対ブロックダメージ+200%\n対エンテティダメージ&攻撃速度+50%,"+50% Schaden, Angriffstempo\n+200% Blockschaden"
SledgeMasteryRank1LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 6% y daño a bloques en 24%.",スレッジハンマーの対ブロックダメージを24%、対エンテティダメージ&攻撃速度を6%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 6%, sowie den Blockschaden um 24%."
SledgeMasteryRank2LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 12% y daño a bloques en 48%.",スレッジハンマーの対ブロックダメージを48%、対エンテティダメージ&攻撃速度を12%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 12%, sowie den Blockschaden um 48%."
SledgeMasteryRank3LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 18% y daño a bloques en 72%.",スレッジハンマーの対ブロックダメージを72%、対エンテティダメージ&攻撃速度を18%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 18%, sowie den Blockschaden um 72%."
SledgeMasteryRank4LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 24% y daño a bloques en 96%.",スレッジハンマーの対ブロックダメージを96%、対エンテティダメージ&攻撃速度を24%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 24%, sowie den Blockschaden um 96%."
SledgeMasteryRank5LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 30% y daño a bloques en 120%.",スレッジハンマーの対ブロックダメージを120%、対エンテティダメージ&攻撃速度を30%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 30%, sowie den Blockschaden um 120%."
SledgeMasteryRank6LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 34% y daño a bloques en 136%.",スレッジハンマーの対ブロックダメージを136%、対エンテティダメージ&攻撃速度を34%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 34%, sowie den Blockschaden um 136%."
SledgeMasteryRank7LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 38% y daño a bloques en 152%.",スレッジハンマーの対ブロックダメージを152%、対エンテティダメージ&攻撃速度を38%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 38%, sowie den Blockschaden um 152%."
SledgeMasteryRank8LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 42% y daño a bloques en 168%.",スレッジハンマーの対ブロックダメージを168%、対エンテティダメージ&攻撃速度を42%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 42%, sowie den Blockschaden um 168%."
SledgeMasteryRank9LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 46% y daño a bloques en 186%.",スレッジハンマーの対ブロックダメージを184%、対エンテティダメージ&攻撃速度を46%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 46%, sowie den Blockschaden um 184%."
SledgeMasteryRank10LongDesc,progression,skills,New,"Aumenta el daño a entidades y tu velocidad de ataque con mazos en 50% y daño a bloques en 200%.",スレッジハンマーの対ブロックダメージを200%、対エンテティダメージ&攻撃速度を50%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Vorschlaghämmern um 50%, sowie den Blockschaden um 200%."

BrawlingMasteryName,progression,skills,New,"Dominio de las peleas",喧嘩番長,Schlägerei-Experte
BrawlingMasteryDesc,progression,skills,New,"Has dominado el arte de las peleas.",喧嘩の技術を習得し、拳系の攻撃力と速度が上昇した。,Du hast dich auf den Faustkampf spezialisiert.
BrawlingMasteryRank1Desc,progression,skills,New,"+6% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+6%,"+6% Schaden, Angriffstempo"
BrawlingMasteryRank2Desc,progression,skills,New,"+12% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+12%,"+12% Schaden, Angriffstempo"
BrawlingMasteryRank3Desc,progression,skills,New,"+18% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+18%,"+18% Schaden, Angriffstempo"
BrawlingMasteryRank4Desc,progression,skills,New,"+24% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+24%,"+24% Schaden, Angriffstempo"
BrawlingMasteryRank5Desc,progression,skills,New,"+30% Daño a entidades y velocidad de ataque\n10% movimientos más rápidos",ダメージ&攻撃速度+30%\n拳系使用時移動速度+10%,"+30% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank6Desc,progression,skills,New,"+34% Daño a entidades y velocidad de ataque\n10% movimientos más rápidos",ダメージ&攻撃速度+34%\n拳系使用時移動速度+10%,"+34% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank7Desc,progression,skills,New,"+38% Daño a entidades y velocidad de ataque\n10% movimientos más rápidos",ダメージ&攻撃速度+38%\n拳系使用時移動速度+10%,"+38% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank8Desc,progression,skills,New,"+42% Daño a entidades y velocidad de ataque\n10% movimientos más rápidos",ダメージ&攻撃速度+42%\n拳系使用時移動速度+10%,"+42% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank9Desc,progression,skills,New,"+46% Daño a entidades y velocidad de ataque\n10% movimientos más rápidos",ダメージ&攻撃速度+46%\n拳系使用時移動速度+10%,"+46% Schaden, Angriffstempo\n+10% Lauftempo."
BrawlingMasteryRank10Desc,progression,skills,New,"+50% Daño a entidades y velocidad de ataque\n20% movimientos más rápidos",ダメージ&攻撃速度+50%\n拳系使用時移動速度+20%,"+50% Schaden, Angriffstempo\n+20% Lauftempo."
BrawlingMasteryRank1LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 6%",攻撃力と攻撃速度を6%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 6%."
BrawlingMasteryRank2LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 12%",攻撃力と攻撃速度を12%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 12%."
BrawlingMasteryRank3LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 18%",攻撃力と攻撃速度を18%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 18%."
BrawlingMasteryRank4LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 24%",攻撃力と攻撃速度を24%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 24%."
BrawlingMasteryRank5LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 30%. También podrás moverte 10% más rápido usando tus puños o nudillos.",攻撃力と攻撃速度を30%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 30%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank6LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 34%. También podrás moverte 10% más rápido usando tus puños o nudillos.",攻撃力と攻撃速度を34%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 34%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank7LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 38%. También podrás moverte 10% más rápido usando tus puños o nudillos.",攻撃力と攻撃速度を38%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 38%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank8LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 42%. También podrás moverte 10% más rápido usando tus puños o nudillos.",攻撃力と攻撃速度を42%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 42%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank9LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 46%. También podrás moverte 10% más rápido usando tus puños o nudillos.",攻撃力と攻撃速度を46%上昇させ、拳系武器使用時の移動速度を+10%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 46%. Außerdem erhöht sich dein Lauftempo um 10%."
BrawlingMasteryRank10LongDesc,progression,skills,New,"Incrementa tu daño a entidades y velocidad de ataque con tus puños y nudillos en 50%. También podrás moverte 20% más rápido usando tus puños o nudillos.",攻撃力と攻撃速度を50%上昇させ、拳系武器使用時の移動速度を+20%します。,"Erhöhe deinen Schaden und dein Angriffstempo im Faustkampf um 50%. Außerdem erhöht sich dein Lauftempo um 20%."

BladeMasteryName,progression,skills,New,"Dominio de la cuchilla",ナイフマスター,Klingen-Experte
BladeMasteryDesc,progression,skills,New,"Has dominado el arte de la cuchilla.",刃物の取り扱いを習熟し、攻撃力と速度が上昇した。,Du hast dich auf das Kämpfen mit Klingenwaffen spezialisiert.
BladeMasteryRank1Desc,progression,skills,New,"+6% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+6%,"+6% Schaden, Angriffstempo"
BladeMasteryRank2Desc,progression,skills,New,"+12% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+12%,"+12% Schaden, Angriffstempo"
BladeMasteryRank3Desc,progression,skills,New,"+18% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+18%,"+18% Schaden, Angriffstempo"
BladeMasteryRank4Desc,progression,skills,New,"+24% Daño a entidades y velocidad de ataque",ダメージ&攻撃速度+24%,"+24% Schaden, Angriffstempo"
BladeMasteryRank5Desc,progression,skills,New,"+30% Daño a entidades y velocidad de ataque\n+4 pilas de sangrado máximo",ダメージ&攻撃速度+30%\n出血スタック+4,"+30% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank6Desc,progression,skills,New,"+34% Daño a entidades y velocidad de ataque\n+4 pilas de sangrado máximo",ダメージ&攻撃速度+34%\n出血スタック+4,"+34% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank7Desc,progression,skills,New,"+38% Daño a entidades y velocidad de ataque\n+4 pilas de sangrado máximo",ダメージ&攻撃速度+38%\n出血スタック+4,"+38% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank8Desc,progression,skills,New,"+42% Daño a entidades y velocidad de ataque\n+4 pilas de sangrado máximo",ダメージ&攻撃速度+42%\n出血スタック+4,"+42% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank9Desc,progression,skills,New,"+46% Daño a entidades y velocidad de ataque\n+4 pilas de sangrado máximo",ダメージ&攻撃速度+46%\n出血スタック+4,"+46% Schaden, Angriffstempo\n+4 max. Kumulationen von Blutung"
BladeMasteryRank10Desc,progression,skills,New,"+50% Daño a entidades y velocidad de ataque\n+8 pilas de sangrado máximo",ダメージ&攻撃速度+50%\n出血スタック+8,"+50% Schaden, Angriffstempo\n+8 max. Kumulationen von Blutung"
BladeMasteryRank1LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 6%",攻撃力と攻撃速度を6%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 6%."
BladeMasteryRank2LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 12%",攻撃力と攻撃速度を12%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 12%."
BladeMasteryRank3LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 18%",攻撃力と攻撃速度を18%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 18%."
BladeMasteryRank4LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 24%",攻撃力と攻撃速度を24%上昇させます。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 24%."
BladeMasteryRank5LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 30%. También incrementa la pila de sangrado máximo que puedes aplicar en 4.",攻撃力と攻撃速度を30%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 30%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
BladeMasteryRank6LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 34%. También incrementa la pila de sangrado máximo que puedes aplicar en 4.",攻撃力と攻撃速度を34%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 34%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
BladeMasteryRank7LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 38%. También incrementa la pila de sangrado máximo que puedes aplicar en 4.",攻撃力と攻撃速度を38%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 38%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
BladeMasteryRank8LongDesc,progression,skills,New,"Incrementa el daño a entidades y velocidad de ataque con armas de filo en 42%. También incrementa la pila de sangrado máximo que puedes aplicar en 4.",攻撃力と攻撃速度を42%上昇させ、出血デバフのスタック量を+4します。,"Erhöhe deinen Schaden und dein Angriffstempo mit Klingenwaffen um 42%. Kumuliere bis zu 4 weitere Stapel von Blutung je Ziel."
